Month,usg_apt,fg_apt,carrier,type,Scheduled
1,JFK,KIN,BW,Passengers,5315
1,LAX,HGH,3U,Passengers,5308
1,BWI,MBJ,NK,Passengers,5304
1,IAD,CMN,AT,Passengers,5302
1,DEN,GDL,Y4,Passengers,5300
1,ATL,PUJ,WN,Passengers,5299
1,SAT,MEX,Y4,Passengers,5288
1,ORD,YUL,OO,Passengers,5285
1,LAS,LGW,BA,Passengers,5284
1,DFW,SLP,YV,Passengers,5275
1,ORD,KEF,WW,Passengers,5267
1,EWR,ADD,ET,Passengers,5257
1,MIA,DUB,EI,Passengers,5225
1,ORD,MTY,OO,Passengers,5223
1,BOS,MEX,B6,Passengers,5213
1,DTW,YUL,G7,Passengers,5196
1,ATL,BRU,DL,Passengers,5187
1,EWR,FCO,UA,Passengers,5185
1,PDX,SJD,AS,Passengers,5184
1,LAX,TNA,3U,Passengers,5176
1,GUM,FUK,UA,Passengers,5172
1,SLC,GDL,5D,Passengers,5164
1,STL,YYZ,ZX,Passengers,5155
1,FLL,LGW,BA,Passengers,5129
1,MSP,YEG,DL,Passengers,5120
1,GUM,TPE,CI,Passengers,5099
1,IAH,AGU,EV,Passengers,5094
1,LAX,SJD,WN,Passengers,5094
1,SFO,PPT,UA,Passengers,5085
1,DEN,KEF,FI,Passengers,5077
1,JFK,ANU,AA,Passengers,5077
1,PHL,YUL,PT,Passengers,5070
1,CVG,YYZ,ZX,Passengers,5063
1,SWF,EDI,D8,Passengers,5061
1,JFK,MXP,AA,Passengers,5054
1,SFO,KEF,FI,Passengers,5038
1,JFK,BDA,DL,Passengers,5037
1,MDW,BJX,Y4,Passengers,5022
1,IAD,YTZ,PD,Passengers,4995
1,MSP,MBJ,SY,Passengers,4806
1,MCO,NAS,UP,Passengers,4971
1,BOS,TLV,LY,Passengers,4957
1,FLL,POS,B6,Passengers,4954
1,PSP,YVR,AC,Passengers,4949
1,FLL,KIN,NK,Passengers,4944
1,OAK,CDG,DY,Passengers,4941
1,IAD,AMS,UA,Passengers,4923
1,SEA,YEG,QX,Passengers,4905
1,PHX,MZT,YV,Passengers,4900
1,SFO,BCN,IB,Passengers,4879
1,MIA,DUS,EW,Passengers,4871
1,FLL,CPH,DY,Passengers,4868
1,DFW,SAL,TA,Passengers,4866
1,JFK,BEG,JU,Passengers,4862
1,ORD,YVR,AA,Passengers,4850
1,FLL,POS,BW,Passengers,4847
1,PHX,GDL,Y4,Passengers,4845
1,ORD,AKL,NZ,Passengers,4844
1,IAH,GDL,Y4,Passengers,4832
1,LAX,SJO,AS,Passengers,4821
1,FLL,FPO,3M,Passengers,4819
1,PBI,YUL,AC,Passengers,4812
1,FLL,KIN,BW,Passengers,4806
1,SFO,NAN,FJ,Passengers,4806
1,ORD,GUA,TA,Passengers,4805
1,FLL,STI,NK,Passengers,4797
1,IAD,DSS,SA,Passengers,4776
1,IAH,SAL,TA,Passengers,4771
1,EWR,ORY,B0,Passengers,4763
1,SJC,PEK,HU,Passengers,4741
1,BOS,CUN,B6,Passengers,4728
1,MCO,HAV,B6,Passengers,4706
1,GUM,ROR,UA,Passengers,4692
1,PIT,YYZ,ZX,Passengers,4690
1,BOS,MAD,IB,Passengers,4688
1,JFK,HAV,B6,Passengers,4686
1,DFW,GDL,Y4,Passengers,4675
1,LAX,CPH,DY,Passengers,4670
1,DTW,YYZ,OO,Passengers,4668
1,LAX,OSL,DY,Passengers,4641
1,SFO,CTU,UA,Passengers,4630
1,LAX,NKG,MU,Passengers,4623
1,BOS,BOG,AV,Passengers,4623
1,PHL,DUB,EI,Passengers,4610
1,EWR,YHZ,EV,Passengers,4587
1,LGA,YYZ,YX,Passengers,4577
1,ORD,YVR,QK,Passengers,4577
1,SJC,MLM,Y4,Passengers,4569
1,MIA,MGA,TA,Passengers,4565
1,SEA,DUB,EI,Passengers,4557
1,PHX,SJO,AA,Passengers,4553
1,JFK,KEF,DL,Passengers,4543
1,EWR,YQB,EV,Passengers,4538
1,PHX,YWG,WS,Passengers,4535
1,DCA,YYZ,OH,Passengers,4534
1,JFK,LIS,DL,Passengers,4534
1,LAS,GRU,JJ,Passengers,4528
1,DTW,GRU,DL,Passengers,4519
1,BNA,LHR,BA,Passengers,4516
1,SFO,TAO,MU,Passengers,4510
1,SJU,EIS,SEB,Passengers,4508
1,PDX,PVR,AS,Passengers,4505
1,OAK,SJD,WN,Passengers,4502
1,EWR,YOW,EV,Passengers,4498
1,MSP,YYC,OO,Passengers,4478
1,LAX,LTO,AS,Passengers,4464
1,LAX,ZCL,Y4,Passengers,4460
1,LAX,BJX,Y4,Passengers,4451
1,ATL,GDL,5D,Passengers,4447
1,DTW,KEF,WW,Passengers,4447
1,MIA,SAL,TA,Passengers,4446
1,HNL,PEK,CA,Passengers,4446
1,SAT,MEX,5D,Passengers,4445
1,OGG,YYC,AC,Passengers,4445
1,PHX,YEG,YV,Passengers,4441
1,SJU,PUJ,B6,Passengers,4435
1,MIA,SAP,TA,Passengers,4414
1,HNL,TPE,CI,Passengers,4412
1,DTW,NGO,DL,Passengers,4398
1,DTW,YYZ,G7,Passengers,4392
1,CMH,YYZ,ZX,Passengers,4382
1,PHX,GDL,YV,Passengers,4380
1,SPN,CAN,3U,Passengers,4376
1,LAX,ZLO,AS,Passengers,4367
1,MCO,YWG,WS,Passengers,4366
1,MCO,PAP,B6,Passengers,4360
1,FLL,SAL,NK,Passengers,4347
1,SEA,CUN,DL,Passengers,4342
1,ATL,BJX,5D,Passengers,4335
1,FLL,REC,AD,Passengers,4333
1,SEA,PVR,DL,Passengers,4327
1,PHL,ZRH,AA,Passengers,4324
1,SEA,CDG,AF,Passengers,4322
1,DFW,LIR,AA,Passengers,4316
1,MCO,YUL,TS,Passengers,4313
1,RNO,GDL,Y4,Passengers,4304
1,IAD,YUL,YV,Passengers,4293
1,DEN,YUL,QK,Passengers,4291
1,HNL,YYC,WS,Passengers,4286
1,TPA,YUL,RV,Passengers,4283
1,FLL,ARN,DY,Passengers,4274
1,MCO,OSL,DY,Passengers,4263
1,JFK,YUL,MQ,Passengers,4255
1,LAX,PVR,CP,Passengers,4250
1,LAX,MTY,5D,Passengers,4246
1,EWR,WAW,LO,Passengers,4224
1,EWR,YUL,C5,Passengers,4222
1,LAX,WAW,LO,Passengers,4212
1,AUS,YYZ,AC,Passengers,4207
1,GUM,TKK,UA,Passengers,4198
1,EWR,ANU,UA,Passengers,4177
1,LAX,FCO,AZ,Passengers,4163
1,JFK,BDA,B6,Passengers,4159
1,LAX,SZX,CA,Passengers,4159
1,TPA,LGW,DI,Passengers,4158
1,MIA,YUL,WG,Passengers,4144
1,JFK,YYZ,MQ,Passengers,4141
1,MIA,CCS,1BQ,Passengers,0
1,BOS,BDA,B6,Passengers,4131
1,MCO,PTY,NK,Passengers,4130
1,ATL,QRO,5D,Passengers,4116
1,EWR,ORY,DY,Passengers,4110
1,FLL,FDF,D8,Passengers,4089
1,LAS,NRT,AA,Passengers,4079
1,KOA,HND,HA,Passengers,4073
1,LAS,YEG,RV,Passengers,4066
1,DFW,MLM,YV,Passengers,4062
1,IND,CDG,DL,Passengers,4060
1,LAX,YVR,OO,Passengers,4042
1,FLL,PUJ,NK,Passengers,4041
1,SNA,SJD,AS,Passengers,4032
1,MIA,GEO,AA,Passengers,4028
1,GUM,HKG,UA,Passengers,4023
1,PSP,YYC,AC,Passengers,4021
1,BOS,PUJ,B6,Passengers,4020
1,DEN,YVR,OO,Passengers,4018
1,JFK,MAD,UX,Passengers,4014
1,IAD,SAL,Q6,Passengers,4012
1,BOS,SAL,TA,Passengers,4010
1,DFW,CUU,MQ,Passengers,3994
1,FLL,SNU,B6,Passengers,3991
1,IAH,ZIH,YV,Passengers,3989
1,EWR,HAV,YX,Passengers,3975
1,ATL,YUL,DL,Passengers,3952
1,LAS,MTY,4O,Passengers,3949
1,RSW,DUS,EW,Passengers,3947
1,JFK,DUS,EW,Passengers,3946
1,OGG,YEG,WS,Passengers,3934
1,ATL,BDA,DL,Passengers,3925
1,PHL,YUL,YX,Passengers,3915
1,FLL,PLS,B6,Passengers,3912
1,KOA,YVR,AC,Passengers,3908
1,LAS,YEG,WS,Passengers,3906
1,LAX,SAL,Q6,Passengers,3903
1,CLE,CUN,F9,Passengers,3901
1,SPN,HGH,JD,Passengers,3893
1,RSW,YUL,RV,Passengers,3891
1,SNA,SJD,WN,Passengers,3889
1,DTW,MTY,DL,Passengers,3885
1,PHX,YYZ,WS,Passengers,3880
1,MCI,CUN,F9,Passengers,3878
1,MSP,LIR,DL,Passengers,3871
1,PHX,HMO,OO,Passengers,3870
1,JFK,GCM,KX,Passengers,3867
1,AUS,CUN,WN,Passengers,3865
1,EWR,SJD,UA,Passengers,3852
1,SEA,SZX,MF,Passengers,3848
1,SFO,YVR,QK,Passengers,3844
1,SMF,YVR,QK,Passengers,3841
1,ORD,YOW,OO,Passengers,3826
1,DFW,MZT,YV,Passengers,3823
1,MIA,PAP,AF,Passengers,3820
1,FLL,FPO,UP,Passengers,3817
1,IAH,YYZ,YV,Passengers,3800
1,JFK,CKG,HU,Passengers,3782
1,BOS,BDA,DL,Passengers,3763
1,FLL,PTP,D8,Passengers,3753
1,DFW,YVR,QK,Passengers,3752
1,SLC,YYC,CP,Passengers,3749
1,MIA,LIR,YX,Passengers,3742
1,JFK,TAS,HY,Passengers,3739
1,SLC,YVR,CP,Passengers,3731
1,BOS,YHZ,QK,Passengers,3714
1,ATL,CTG,DL,Passengers,3711
1,IAH,MTY,4O,Passengers,3711
1,EWR,OPO,TP,Passengers,3693
1,IAH,MGA,UA,Passengers,3692
1,OAK,MEX,Y4,Passengers,3688
1,PDX,YVR,QX,Passengers,3687
1,DTW,PVR,DL,Passengers,3682
1,JFK,CTU,HU,Passengers,3675
1,EWR,GUA,UA,Passengers,3673
1,LAX,ADD,ET,Passengers,3644
1,MIA,MAR,1BQ,Passengers,0
1,CLT,YYZ,ZX,Passengers,3636
1,PSP,YYZ,RV,Passengers,3629
1,MSP,YEG,OO,Passengers,3598
1,SFO,YVR,OO,Passengers,3596
1,LAX,CTU,HU,Passengers,3594
1,IAH,SAL,NK,Passengers,3584
1,ORD,YUL,EV,Passengers,3581
1,OAK,BCN,DY,Passengers,3579
1,MCO,FOR,JJ,Passengers,3577
1,PHX,YUL,RV,Passengers,3571
1,MIA,GUA,TA,Passengers,3544
1,IAH,HAV,YV,Passengers,3541
1,DFW,YUL,MQ,Passengers,3539
1,MCO,ARN,DY,Passengers,3525
1,IND,YYZ,ZX,Passengers,3520
1,GUM,MNL,5J,Passengers,3513
1,PHX,YXE,WS,Passengers,3508
1,FLL,GCM,B6,Passengers,3502
1,DTW,MTY,5D,Passengers,3499
1,LGA,YOW,9E,Passengers,3493
1,ORD,AUA,UA,Passengers,3483
1,FLL,AXM,NK,Passengers,3452
1,DTW,SJD,DL,Passengers,3450
1,EWR,PVR,UA,Passengers,3450
1,MIA,REC,JJ,Passengers,3437
1,LAX,AGU,Y4,Passengers,3427
1,PHL,YUL,QK,Passengers,3413
1,JFK,MTY,5D,Passengers,3395
1,SAT,MTY,4O,Passengers,3369
1,MIA,MHH,YX,Passengers,3358
1,SAN,PVR,AS,Passengers,3354
1,LAX,KEF,WW,Passengers,3353
1,MCO,NAS,B6,Passengers,3345
1,STL,PUJ,F9,Passengers,3087
1,JFK,ANU,B6,Passengers,3323
1,MSP,LIR,SY,Passengers,3123
1,SFO,CUN,4O,Passengers,3300
1,FLL,ELH,3M,Passengers,3298
1,MIA,PTY,YX,Passengers,3283
1,ORD,ADD,ET,Passengers,3273
1,MCO,SAL,TA,Passengers,3266
1,MCO,YHZ,WS,Passengers,3257
1,BDL,YYZ,QK,Passengers,3257
1,SNA,PVR,AS,Passengers,3243
1,DFW,YUL,KV,Passengers,3226
1,FLL,MHH,3M,Passengers,3226
1,IAD,GVA,UA,Passengers,3219
1,EWR,YHZ,YX,Passengers,3208
1,HNL,MAJ,UA,Passengers,3176
1,DFW,TRC,MQ,Passengers,3175
1,FLL,GYE,EQ,Passengers,3163
1,MIA,YYZ,WG,Passengers,3162
1,MIA,ELH,MQ,Passengers,3150
1,PHX,YQR,WS,Passengers,3129
1,ORD,BJX,OO,Passengers,3121
1,ATL,BON,DL,Passengers,3115
1,MIA,MTY,YX,Passengers,3101
1,AUS,MEX,5D,Passengers,3091
1,MCO,YOW,WS,Passengers,3080
1,SFO,YEG,QK,Passengers,3069
1,MSY,PTY,CM,Passengers,3069
1,MCO,GUA,NK,Passengers,3069
1,JFK,CUR,B6,Passengers,3057
1,DFW,OAX,MQ,Passengers,3046
1,MIA,MID,YX,Passengers,3045
1,MIA,PUJ,LA,Passengers,3042
1,MIA,OSL,SK,Passengers,3040
1,MDW,ZCL,Y4,Passengers,3015
1,ATL,HAV,9E,Passengers,3013
1,IAH,CZM,UA,Passengers,3013
1,DFW,GCM,AA,Passengers,3008
1,LIH,YVR,AC,Passengers,3004
1,CLE,PUJ,F9,Passengers,2872
1,SEA,SJD,DL,Passengers,2979
1,LAX,CSX,HU,Passengers,2977
1,IAH,GUA,NK,Passengers,2973
1,MCO,GDL,Y4,Passengers,2944
1,SPN,HKG,UO,Passengers,2931
1,BDL,DUB,EI,Passengers,2929
1,CLT,GDL,AA,Passengers,2927
1,DFW,YYZ,MQ,Passengers,2923
1,JFK,CDG,SE,Passengers,2922
1,FLL,BEL,AD,Passengers,2783
1,LAS,YEG,07Q,Passengers,2909
1,LAS,PEK,HU,Passengers,2896
1,AZA,YEG,07Q,Passengers,2892
1,DFW,CUN,NK,Passengers,2876
1,JFK,CTG,AV,Passengers,2875
1,SAT,GDL,4O,Passengers,2873
1,PHL,NAS,AA,Passengers,2862
1,SEA,YEG,OO,Passengers,2855
1,ORD,GDL,Y4,Passengers,2844
1,IAH,MLM,EV,Passengers,2835
1,ORD,BOG,AV,Passengers,2816
1,LAX,BJX,5D,Passengers,2808
1,BNA,YYZ,WS,Passengers,2804
1,LAX,PVR,4O,Passengers,2798
1,JFK,GDL,Y4,Passengers,2783
1,LAX,CUN,WN,Passengers,2777
1,IAH,OAX,EV,Passengers,2762
1,ATL,MHH,9E,Passengers,2757
1,ORD,YWG,OO,Passengers,2756
1,SJU,SBH,04Q,Passengers,2409
1,IAH,PBC,EV,Passengers,2746
1,ORD,NAS,OO,Passengers,2743
1,MSP,YUL,9E,Passengers,2742
1,MSP,CZM,DL,Passengers,2710
1,MIA,BEL,JJ,Passengers,2702
1,MIA,CZM,YX,Passengers,2699
1,TPA,GCM,KX,Passengers,2699
1,LAX,GUA,Q6,Passengers,2686
1,MIA,YQB,WG,Passengers,2679
1,IAH,VER,EV,Passengers,2676
1,MIA,PEI,AA,Passengers,2675
1,SMF,BJX,Y4,Passengers,2660
1,BOS,PAP,B6,Passengers,2653
1,JFK,SAL,Q6,Passengers,2641
1,MCO,YYZ,TS,Passengers,2630
1,MIA,BON,AA,Passengers,2628
1,SJC,BJX,Y4,Passengers,2615
1,PSP,YWG,WS,Passengers,2612
1,SWF,SNN,D8,Passengers,2604
1,OAK,BJX,Y4,Passengers,2582
1,DCA,YOW,QK,Passengers,2568
1,IAH,MBJ,UA,Passengers,2561
1,MIA,GDL,Y4,Passengers,2560
1,TPA,YYZ,TS,Passengers,2547
1,FLL,CAP,NK,Passengers,2547
1,DEN,YYC,WS,Passengers,2539
1,SJC,GDL,AM,Passengers,2522
1,DFW,SAL,AA,Passengers,2520
1,LAX,OAX,Y4,Passengers,2514
1,MCO,POS,BW,Passengers,2507
1,DTW,MBJ,NK,Passengers,2497
1,DTW,YOW,OO,Passengers,2494
1,IAH,PUJ,UA,Passengers,2489
1,IAH,TAM,EV,Passengers,2479
1,ATL,GGT,9E,Passengers,2476
1,JFK,MEX,Y4,Passengers,2468
1,RDU,CUN,F9,Passengers,2466
1,DEN,YWG,OO,Passengers,2454
1,LAX,MAD,IB,Passengers,2440
1,MCO,GUA,LR,Passengers,2435
1,MSP,YYZ,G7,Passengers,2427
1,DTW,PUJ,DL,Passengers,2421
1,HNL,PPT,HA,Passengers,2419
1,IAH,CUN,NK,Passengers,2414
1,MIA,GEO,PY,Passengers,2398
1,IAH,CUU,EV,Passengers,2389
1,IAD,YUL,QK,Passengers,2381
1,SJU,YYZ,AC,Passengers,2379
1,ORD,YYZ,EV,Passengers,2373
1,IAH,NAS,UA,Passengers,2368
1,FAT,MLM,Y4,Passengers,2355
1,PHL,NAS,YX,Passengers,2348
1,IAH,PTY,CA,Passengers,2342
1,LAS,YWG,WS,Passengers,2293
1,SJU,YYZ,WS,Passengers,2290
1,ORD,PVR,F9,Passengers,2266
1,SFB,AMS,OR,Passengers,2263
1,JFK,DSS,DL,Passengers,2243
1,BOS,FCO,AZ,Passengers,2231
1,LAS,CDG,DL,Passengers,2205
1,LAX,LIR,DL,Passengers,2183
1,MSP,MZT,DL,Passengers,2135
1,SJC,ZCL,Y4,Passengers,2135
1,LAS,CUN,F9,Passengers,2133
1,MIA,SMR,VH,Passengers,2122
1,CLT,UVF,AA,Passengers,2121
1,ORD,NRT,AA,Passengers,2113
1,SAT,YYZ,KV,Passengers,2111
1,MCO,CTG,NK,Passengers,2105
1,JFK,SAP,TA,Passengers,2102
1,MIA,ARN,SK,Passengers,2090
1,BOS,YOW,QK,Passengers,2081
1,LAX,SJD,4O,Passengers,2075
1,MCO,SAP,NK,Passengers,2071
1,MKE,YYZ,ZX,Passengers,2063
1,IAH,ACA,YV,Passengers,2062
1,LAX,FCO,DY,Passengers,2058
1,MCO,CDG,DY,Passengers,2046
1,AZA,YYC,WS,Passengers,2044
1,DTW,YOW,9E,Passengers,2043
1,MDW,SJD,WN,Passengers,2039
1,EWR,BZE,UA,Passengers,2025
1,SAT,GDL,Y4,Passengers,2025
1,DFW,PUJ,AA,Passengers,2025
1,ORD,NAS,UA,Passengers,2021
1,MCO,MDE,NK,Passengers,2013
1,ATL,STI,DL,Passengers,2001
1,LAS,YXE,WS,Passengers,1995
1,MSP,MZT,SY,Passengers,1993
1,TPA,YOW,AC,Passengers,1984
1,LAS,YQR,WS,Passengers,1982
1,DEN,PVR,F9,Passengers,1915
1,MDW,DGO,Y4,Passengers,1978
1,MSP,CZM,SY,Passengers,1973
1,BOS,PUJ,DL,Passengers,1971
1,DEN,BZE,WN,Passengers,1964
1,IAH,GCM,UA,Passengers,1954
1,PHL,MEX,AA,Passengers,1944
1,BOS,BGI,B6,Passengers,1944
1,SFO,GDL,Y4,Passengers,1922
1,ORD,CDG,AA,Passengers,1913
1,MIA,AMS,OR,Passengers,1900
1,MCO,YEG,WS,Passengers,1899
1,LAS,NRT,DL,Passengers,1891
1,DTW,QRO,5D,Passengers,1886
1,ORD,PUJ,AA,Passengers,1877
1,LAX,PVR,UA,Passengers,1875
1,ORD,YOW,EV,Passengers,1869
1,MCO,SAL,NK,Passengers,1862
1,HOU,MBJ,WN,Passengers,1861
1,DEN,LIR,UA,Passengers,1839
1,MDW,QRO,Y4,Passengers,1836
1,PPG,FGI,2OQ,Passengers,1827
1,MCI,YYZ,ZX,Passengers,1826
1,IAD,GCM,UA,Passengers,1822
1,MEM,YYZ,ZX,Passengers,1820
1,CVG,CUN,F9,Passengers,1819
1,BOS,MEX,AM,Passengers,1812
1,PDX,MEX,AM,Passengers,1809
1,SFO,MEX,Y4,Passengers,1804
1,LAX,RAR,NZ,Passengers,1802
1,LAS,LHR,VS,Passengers,1797
1,DTW,BJX,5D,Passengers,1795
1,ORD,YUL,G7,Passengers,1791
1,PSP,YEG,07Q,Passengers,1789
1,RDU,PUJ,F9,Passengers,1569
1,BWI,NAS,WN,Passengers,1739
1,BOS,YHZ,WS,Passengers,1736
1,EWR,POS,UA,Passengers,1729
1,JFK,BUD,LO,Passengers,1726
1,JFK,LRM,B6,Passengers,1709
1,BOS,MBJ,DL,Passengers,1709
1,MSP,SJD,SY,Passengers,1704
1,EWR,SAL,UA,Passengers,1701
1,SJC,MEX,AM,Passengers,1699
1,BOS,TER,S4,Passengers,0
1,ATL,ELH,9E,Passengers,1679
1,IAD,SVO,SU,Passengers,1677
1,TPA,KEF,FI,Passengers,1676
1,MCO,ZRH,8R,Passengers,1663
1,CLT,GDL,Y4,Passengers,1662
1,BOS,NAS,B6,Passengers,1655
1,MCO,YHZ,AC,Passengers,1653
1,EWR,SAP,UA,Passengers,1651
1,MIA,SSA,JJ,Passengers,1651
1,IAD,BBU,X9,Passengers,0
1,ORD,KRK,LO,Passengers,1647
1,BWI,YUL,QK,Passengers,1639
1,DEN,YYC,F9,Passengers,1629
1,ORD,YWG,EV,Passengers,1628
1,LAS,CDG,AF,Passengers,1626
1,FLL,MBJ,BW,Passengers,1621
1,EWR,GCM,UA,Passengers,1610
1,SJU,YUL,AC,Passengers,1610
1,CVG,CUN,DL,Passengers,1603
1,ORD,YYC,UA,Passengers,1598
1,JAX,YYZ,ZX,Passengers,1597
1,ATL,SKB,DL,Passengers,1595
1,EWR,SKB,UA,Passengers,1591
1,SJU,EIS,9K,Passengers,1583
1,RDU,CUN,DL,Passengers,1578
1,DTW,MBJ,DL,Passengers,1577
1,BOS,SNN,EI,Passengers,1572
1,PIT,KEF,WW,Passengers,1567
1,PHX,YLW,WS,Passengers,1565
1,MIA,YYZ,07Q,Passengers,1561
1,DTW,NAS,DL,Passengers,1558
1,LAS,AMS,DL,Passengers,1554
1,PBI,MHH,UP,Passengers,1534
1,PDX,YYC,QK,Passengers,1505
1,JFK,GYD,J2,Passengers,1501
1,IAD,SJO,UA,Passengers,1493
1,PHL,PLS,AA,Passengers,1481
1,BOS,MBJ,B6,Passengers,1479
1,ATL,GGT,DL,Passengers,1469
1,LAX,DGO,Y4,Passengers,1467
1,SMF,SJD,WN,Passengers,1440
1,DTW,YUL,RJ,Passengers,1428
1,MCO,YQB,TS,Passengers,1422
1,EWR,YUL,YX,Passengers,1408
1,LAX,SJD,UA,Passengers,1405
1,GUM,YAP,UA,Passengers,1385
1,PHL,BDA,AA,Passengers,1383
1,SAN,PVR,WN,Passengers,1382
1,ORD,LIR,UA,Passengers,1381
1,BOS,PUJ,AA,Passengers,1362
1,FLL,SXM,NK,Passengers,1358
1,PIT,YUL,QK,Passengers,1354
1,SJU,FRA,DE,Passengers,1317
1,MCO,YWG,07Q,Passengers,1310
1,MSP,ZIH,SY,Passengers,1307
1,MCI,CUN,DL,Passengers,1294
1,ATL,ANU,DL,Passengers,1293
1,IAD,AUA,UA,Passengers,1288
1,SJU,SKB,SEB,Passengers,1282
1,BDL,CUN,DL,Passengers,1274
1,TPA,ZRH,8R,Passengers,1268
1,BWI,LIR,WN,Passengers,1264
1,JFK,SXM,AA,Passengers,1263
1,RDU,MBJ,F9,Passengers,1260
1,MCO,YVR,WS,Passengers,1259
1,CVG,MBJ,SY,Passengers,0
1,IND,MBJ,SY,Passengers,0
1,BWI,SJO,WN,Passengers,1254
1,LAS,MTY,5D,Passengers,1252
1,TPA,YHZ,AC,Passengers,1240
1,DFW,KEF,FI,Passengers,1216
1,DTW,AMM,RJ,Passengers,1200
1,BOS,AUA,DL,Passengers,1194
1,HNL,YYZ,AC,Passengers,1193
1,ORD,PLS,UA,Passengers,1191
1,MCO,MAN,MT,Passengers,1185
1,SJU,DOM,SEB,Passengers,1178
1,FLL,YYC,WS,Passengers,1177
1,ORD,GCM,KX,Passengers,1176
1,MSP,AUA,DL,Passengers,1174
1,BOS,CUN,AA,Passengers,1172
1,IAH,GDL,VB,Passengers,1169
1,LAS,AMS,KL,Passengers,1167
1,ORD,ZIH,UA,Passengers,1161
1,IAH,BON,UA,Passengers,1158
1,PIT,CUN,DL,Passengers,1158
1,BOS,PLS,DL,Passengers,1154
1,MKE,CUN,DL,Passengers,1140
1,EWR,UVF,UA,Passengers,1138
1,MCO,YQR,WS,Passengers,1137
1,EWR,YUL,EV,Passengers,1136
1,ORD,GCM,UA,Passengers,1134
1,EWR,BON,UA,Passengers,1130
1,ATL,HAV,DL,Passengers,1128
1,BWI,CUN,DL,Passengers,1126
1,MSP,GCM,DL,Passengers,1123
1,MIA,AUA,PY,Passengers,1123
1,ORD,HUX,Y4,Passengers,1117
1,LAS,YWG,07Q,Passengers,1117
1,PHL,GCM,AA,Passengers,1110
1,CLT,POP,AA,Passengers,1107
1,IAD,YUL,C5,Passengers,1103
1,MSP,KEF,FI,Passengers,1100
1,MSP,ZIH,DL,Passengers,1099
1,LAX,UPN,Y4,Passengers,1099
1,LAX,BZE,DL,Passengers,1096
1,BOS,RAI,VR,Passengers,1095
1,MIA,MAO,JJ,Passengers,1085
1,BOS,PLS,B6,Passengers,1085
1,PIE,YYZ,WG,Passengers,1083
1,IAH,HAV,UA,Passengers,1080
1,MSP,AUA,SY,Passengers,792
1,RSW,YOW,WS,Passengers,1066
1,ATL,RTB,DL,Passengers,1060
1,JFK,EDI,DL,Passengers,1060
1,FLL,BIM,3M,Passengers,1055
1,DEN,CZM,UA,Passengers,1051
1,SJU,STI,B6,Passengers,1051
1,CLT,CZM,AA,Passengers,1048
1,CMH,CUN,DL,Passengers,1046
1,MIA,YWG,07Q,Passengers,1042
1,IND,CUN,DL,Passengers,1038
1,MCO,YXE,WS,Passengers,1034
1,ORD,UVF,UA,Passengers,1034
1,BOS,POP,B6,Passengers,1025
1,JFK,SKB,AA,Passengers,1024
1,DTW,CUN,VB,Passengers,0
1,JFK,GND,DL,Passengers,1017
1,JFK,PAP,DL,Passengers,1012
1,MIA,YOW,WG,Passengers,1011
1,MKE,GDL,Y4,Passengers,1010
1,SJU,YYZ,TS,Passengers,1009
1,SJU,YUL,TS,Passengers,1008
1,JFK,SVD,BW,Passengers,1008
1,SJU,SXM,SEB,Passengers,1007
1,CLT,SJD,AA,Passengers,1001
1,ORD,CZM,UA,Passengers,1000
1,DCA,NAS,B6,Passengers,999
1,MCO,KEF,WW,Passengers,995
1,EWR,CUN,VB,Passengers,995
1,BNA,CUN,WN,Passengers,994
1,MCO,YWG,WG,Passengers,993
1,ATL,GND,DL,Passengers,992
1,PHX,ZIH,AA,Passengers,981
1,IAD,MBJ,UA,Passengers,977
1,CLT,LIR,AA,Passengers,973
1,BOS,LIR,B6,Passengers,973
1,DTW,GCM,DL,Passengers,969
1,MIA,FDF,YX,Passengers,965
1,ORD,GCM,AA,Passengers,965
1,MSP,YVR,OO,Passengers,961
1,AZA,YWG,07Q,Passengers,957
1,LKE,YWH,KAH,Passengers,952
1,CLT,BZE,AA,Passengers,944
1,MIA,SVD,AA,Passengers,943
1,CLT,FPO,OH,Passengers,943
1,CLT,ANU,AA,Passengers,936
1,ORD,ZIH,Y4,Passengers,931
1,BOS,GCM,B6,Passengers,931
1,PIT,PUJ,G4,Passengers,0
1,ATL,MGA,DL,Passengers,929
1,IAD,PLS,UA,Passengers,929
1,PIT,CUN,G4,Passengers,0
1,CLT,CUR,AA,Passengers,915
1,IAH,ZLO,YV,Passengers,904
1,BOS,MBJ,AA,Passengers,903
1,ORD,BUD,LO,Passengers,902
1,IND,CUN,WN,Passengers,887
1,IAD,YOW,EV,Passengers,886
1,ORD,SXM,UA,Passengers,885
1,LAX,BZE,AA,Passengers,884
1,PHX,CUL,Y4,Passengers,878
1,BOS,PLS,AA,Passengers,877
1,DEN,CUU,Y4,Passengers,876
1,DFW,NAS,AA,Passengers,874
1,FLL,YHZ,AC,Passengers,873
1,SJU,MAD,UX,Passengers,868
1,MSP,NAS,DL,Passengers,864
1,TPA,NAS,3M,Passengers,863
1,OMA,YYZ,ZX,Passengers,861
1,PHL,SDQ,AA,Passengers,859
1,STL,KEF,WW,Passengers,857
1,FLL,AUA,NK,Passengers,852
1,MSP,BZE,SY,Passengers,836
1,IAD,SJD,UA,Passengers,833
1,MCO,YYT,WS,Passengers,822
1,CMH,CUN,WN,Passengers,822
